112106_tooltip;<keyword=deploy>Размещение</keyword>, <keyword=ranged>дальнобойный ряд</keyword>: <keyword=reveal>вскройте</keyword> случайный отряд из вашей колоды и нанесите вражескому отряду урон, равный силе вскрытого отряда.
112107_fluff;Было в этом существе что-то невообразимо грациозное.
112107_name;Виллентретенмерт
112107_tooltip;После {Counter} ходов в конце хода уничтожьте сильнейший отряд на поле (но не эту карту).
112108_fluff;Заставить говорить можно каждого, даже мертвеца... Нужно только знать как.
112108_name;Йеннифэр из Венгерберга
112108_tooltip;<keyword=deploy>Размещение</keyword>, <keyword=melee>рукопашный ряд</keyword>: нанесите по {Damage} ед. урона всем другим отрядам. \n<keyword=deploy>Размещение</keyword>, <keyword=ranged>дальнобойный ряд</keyword>: усильте все другие отряды на {Boost} ед.
112109_fluff;Прощения просим. Умная заморская пташка, но непристойная. Десять талеров за диковинку отдал.
112109_name;Золтан: прохвост
112109_tooltip;<keyword=deploy>Размещение</keyword>, <keyword=melee>рукопашный ряд</keyword>: <keyword=spawn>создайте</keyword> и сыграйте карту "Дуб: провокатор".\n<keyword=deploy>Размещение</keyword>, <keyword=ranged>дальнобойный ряд</keyword>: <keyword=spawn>создайте</keyword> и сыграйте карту "Дуб: товарищ".
112110_fluff;Знаешь, когда сказки перестают быть сказками? Когда люди начинают в них верить.
112110_name;Цири: натиск
112110_tooltip;После {Counter} ходов возьмите карту в начале хода.
112111_fluff;Ведьмак сложил пальцы в Знак Аард. Грохнуло так, что у Геральта заложило уши, а от поднявшегося ветра зашумели ивы.
112111_name;Геральт: Аард
112111_tooltip;<keyword=deploy>Размещение</keyword>, <keyword=melee>рукопашный ряд</keyword>: нанесите по {Damage} ед. урона {Maxtargets} вражеским отрядам и переместите их в дальнобойный ряд, если это возможно.
112112_fluff;Немногочисленные среди вольных эльфов Aen Saevherne, Знающие, были почти легендарной загадкой.
112112_name;Аваллак'х: Знающий
112112_tooltip;<keyword=deploy>Размещение</keyword>, <keyword=ranged>дальнобойный ряд</keyword>: сыграйте артефакт из вашей колоды.
112113_fluff;Одетая в сочетание черного и белого, она напоминала декабрьское утро.
112113_name;Йеннифэр: чародейка
112113_tooltip;<keyword=order>Приказ</keyword>: нанесите {Damage} ед. урона сильнейшему вражескому отряду (или отрядам). \n<keyword=cooldown>Ходов до восстановления</keyword>: {Cooldown}.
112201_fluff;Мимик. Впрочем, у него много названий. Подвойняк, векслинг, бедняр. Или допплер, как он сам себя окрестил.
112201_name;Дуду
112201_tooltip;<keyword=deploy>Размещение</keyword>: обратите в изначальную копию вражеского отряда.
112202_fluff;Я простой ведьмак. Не сражаюсь с драконами, не братаюсь с королями, не сплю с чародейками...
112202_name;Эскель
112202_tooltip;<keyword=deploy>Размещение</keyword>: <keyword=summon>призовите</keyword> Весемира и Ламберта из вашей колоды в этот ряд.
112203_fluff;Перед казнью попроси воды. Кто знает, что случится, пока ее принесут.
112203_name;Весемир
112203_tooltip;<keyword=deploy>Размещение</keyword>: <keyword=summon>призовите</keyword> Эскеля и Ламберта из вашей колоды в этот ряд.
112204_fluff;Вот такие переговоры я понимаю.
112204_name;Ламберт
112204_tooltip;<keyword=deploy>Размещение</keyword>: <keyword=summon>призовите</keyword> Эскеля и Весемира из вашей колоды в этот ряд.
112205_fluff;Никогда не влезай между драконицей и ее потомством.
112205_name;Миргтабракке
112205_tooltip;<keyword=order>Приказ</keyword>: нанесите {Damage} ед. урона вражескому отряду. \n<keyword=charge>Заряды</keyword>: {Charges}.
112206_fluff;Господин Дворцовой Горы, Разрушитель, Погибель Трайана. В кругу друзей любит долгие прогулки и беседы при свете луны.
112206_name;Оквист
112206_tooltip;<keyword=order>Приказ</keyword>: нанесите по {Damage} ед. урона всем вражеским отрядам.
112207_fluff;Теперь ты, по крайней мере, знаешь: мне не так легко потерять голову.
112207_name;Ольгерд фон Эверек
112207_tooltip;<keyword=order>Приказ</keyword>: <keyword=heal>исцелите</keyword> эту карту.\n<keyword=cooldown>Ходов до восстановления</keyword>: {Cooldown}.
112208_fluff;Сжимаясь перед нами, время и пространство расширяются позади нас. Так можно двигаться вперед сквозь время и пространство.
112208_name;Оператор
112208_tooltip;<keyword=deploy>Размещение</keyword>: <keyword=spawn>создайте</keyword> изначальную копию бронзового отряда из вашей руки и <keyword=summon>призовите</keyword> ее в этот ряд на обеих сторонах поля.
112209_fluff;Му-у-у-у-у.
112209_name;Корова-призерка
112209_tooltip;<keyword=order>Приказ</keyword>: обратите в Черта.
112210_fluff;Геральт, без обид, но мы должны поговорить о том, как ты ездишь.
112210_name;Плотва
112210_tooltip;<keyword=summon>Призывайте</keyword> этот отряд из вашей колоды в случайный дружественный ряд каждый раз, когда играете золотую карту.
112211_fluff;Жить и не слышать божественного сочетания звуков "ниточка карачунницы" - все равно что лизать улиток через сукно.
112211_name;Ивасик
112211_tooltip;<keyword=order>Приказ</keyword>: нанесите {Damage} ед. урона отряду.\n<keyword=charge>Заряды</keyword>: {Charges}.\nУвеличивайте число <keyword=charge>зарядов</keyword> на {Charges2} каждый раз, когда играете особую карту.
112212_fluff;Сара хочет поиграть!
112212_name;Сара
112212_tooltip;<keyword=order>Приказ</keyword>: усильте отряд на {Boost} ед.\n<keyword=charge>Заряды</keyword>: {Charges}.\nУвеличивайте число <keyword=charge>зарядов</keyword> на {Charges2} каждый раз, когда играете особую карту.
112213_fluff;Выясню, хорошо ли смотрюсь без ушей. Или без руки. Король Нищих, кажется, часто берет их в счет долга.
112213_name;Король Нищих
112213_tooltip;В конце каждого хода усиливайте слабейший отряд в вашей руке на {Boost} ед.
112214_fluff;Это один из тех четырех, которые ворочают нашим преступным миром - вместе с Сиги Ройвеном, Карлом Варезе и Королем Нищих.
112214_name;Киприан Вилли
112214_tooltip;<keyword=deploy>Размещение</keyword>: <keyword=banish>удалите</keyword> отряд с силой {Power} ед. или меньше.
112215_fluff;Я так мало помню... Но когда я думаю о моей розе, я могу вспомнить то, что было.
112215_name;Ирис фон Эверек
112215_tooltip;<keyword=deploy>Размещение</keyword>, <keyword=melee>рукопашный ряд</keyword>: уничтожьте вражеский артефакт. \n<keyword=deploy>Размещение</keyword>, <keyword=ranged>дальнобойный ряд</keyword>: очистите вашу сторону от всех эффектов.
112401_fluff;Говорят, единороги льнут к девственницам. Впрочем, никто не проверял: отыскать девственницу в наши времена так же трудно, как единорога.
112401_name;Единорог
112401_tooltip;<keyword=deploy>Размещение</keyword>: усильте отряд на {Boost} ед. Если в вашей руке есть Хиронекс, удвойте усиление.
112402_fluff;"Боги... это не единорог! Это..." - последние слова Вилемара, прославленного собирателя редкостей.
112402_name;Хиронекс
112402_tooltip;<keyword=deploy>Размещение</keyword>: нанесите {Damage} ед. урона отряду. Если в вашей руке есть Единорог, удвойте урон.
112403_fluff;Он знает сто слов. Восемьдесят из них - ругательства, остальные - союзы и предлоги.
112403_name;Дуб: товарищ
112403_tooltip;Усильте все отряды в ряду на {Boost} ед.
112404_fluff;У попугая Золтана была удивительная способность доводить всех, кто ему не угодил. В том числе, Золтана.
112404_name;Дуб: провокатор
112404_tooltip;Нанесите по {Damage} ед. урона всем отрядам в ряду.
112405_fluff;Бес выглядит почти как олень. Огромный бешеный олень.
112405_name;Бес
112405_tooltip;<keyword=deploy>Размещение</keyword>: усильте на {Boost} ед. все отряды в вашей руке, которые обладают способностью <keyword=deathwish>Завещание</keyword>.
113101_fluff;Когда наступит Tedd Deireadh, Час Конца, Час Белого Хлада и Волчьей Пурги, Хеймдалль встанет против злых сил из страны Морхёгг, против демонов и призраков Хаоса.
113101_name;Рагнарек
113101_tooltip;Создайте этот эффект в ряду противника:\nв начале каждого хода наносите по {Damage} ед. урона сильнейшему отряду в этом ряду.
113102_fluff;Джинн, судари мои, исполняет только три желания, а затем, свободный, он уносится в свое измерение.
113102_name;Последнее желание
113102_tooltip;Посмотрите верхние карты в вашей колоде ({Maxtargets}). Сыграйте одну и <keyword=banish>удалите</keyword> вторую.
113201_fluff;Сюрприз!
113201_name;Чучело
113201_tooltip;Верните дружественный отряд с поля в вашу колоду, затем сыграйте верхний отряд из вашей колоды.
113202_fluff;Небо внезапно потемнело, над городом заклубились тучи. Вокруг сделалось чертовски мрачно. Повеяло холодом. "Ой-ой, - вздохнула Йеннифэр. - Сдается, натворили мы дел".
113202_name;Градобитие Меригольд
113202_tooltip;Нанесите по {Damage} ед. урона {Maxtargets} вражеским отрядам.
113203_fluff;Это не простая буря. Это гнев богов.
113203_name;Шторм Скеллиге
113203_tooltip;Создайте этот эффект в ряду противника:\nв течение {Counter} ходов наносите в начале хода по {Damage} ед. урона всем отрядам в этом ряду.
113204_fluff;Говорят, чародей Стаммельфорд смог приказать д'ао передвинуть гору, закрывающую вид из его башни.
113204_name;Землетрясение
113204_tooltip;Нанесите по {Damage} ед. урона всем вражеским отрядам.
113205_fluff;Это основной элемент снаряжения Охотников за ведьмами. В один миг превращает могущественнейшего чародея в безоружную жертву.
113205_name;Двимеритовая бомба
113205_tooltip;Уничтожьте артефакт.
113206_fluff;Это Tedd Deireadh, Час Конца. Мир, уничтоженный Белым Холодом.
113206_name;Белый Хлад
113206_tooltip;Уничтожьте все артефакты.
113207_fluff;Плюс один к морали, минус один к слуху.
113207_name;Командирский рог
113207_tooltip;Усильте смежные отряды ({maxtargets}) на {Boost} ед.
113208_fluff;Ведермакар - это друид, который умеет влиять на погоду. Может унять шторм. Вызвать град. Сделать так, чтобы врага испепелила молния. Поэтому советую тебе по-хорошему... Обращайся к нему с уважением.
113208_name;Ведермакар
113208_tooltip;<keyword=deploy>Размещение</keyword>, <keyword=melee>рукопашный ряд</keyword>: увеличьте на {Counter} длительность действия всех эффектов. \n<keyword=deploy>Размещение</keyword>, <keyword=ranged>дальнобойный ряд</keyword>: уменьшите на {Counter2} длительность действия всех эффектов.
113209_fluff;Несколько созданных Альзуром творений еще вроде бы болтаются по свету, в том числе и вий, который изуродовал его и разрушил половину Марибора, прежде чем сбежать в зареченский лес.
113209_name;Альзур: Двойной крест
113209_tooltip;Сыграйте сильнейший отряд из вашей колоды.
113301_fluff;Нам не удастся произнести Гром Альзура. Утверждают, что у Альзура голос был подобен колоколу и дикция оратора. А мы пищим и бормочем, путая ритмику и слова...
113301_name;Альзур: Гром
113301_tooltip;Нанесите {Damage} ед. урона отряду.
113302_fluff;У меня пальцы так заледенели, едва меч держу... А ведь мечом еще и махать надо...
113302_name;Трескучий мороз
113302_tooltip;Создайте этот эффект в ряду противника:\nв течение {Counter} ходов наносите в начале хода по {Damage} ед. урона слабейшему отряду в этом ряду.
113303_fluff;Хороший день, чтобы умереть.
113303_name;Чистое небо
113303_tooltip;Очистите вашу сторону от всех эффектов.
113305_fluff;Вот туман-то... Хоть глаз выколи.
113305_name;Густой туман
113305_tooltip;Создайте этот эффект в ряду противника:\nв течение {Counter} ходов наносите в начале хода по {Damage} ед. урона сильнейшему отряду в этом ряду.
113306_fluff;Он убьет вас прежде, чем вы успеете произнести полный титул императора Нильфгаарда.
113306_name;Яд мантикоры
113306_tooltip;Нанесите по {Damage} ед. урона {MaxTargets} вражеским отрядам.
113307_fluff;Бестия набросилась на них с дикой яростью, не чувствуя боли от ударов, которые наносили защитники. Ничто не могло остановить ее...
113307_name;Выброс адреналина
113307_tooltip;Добавьте или уберите <keyword=resilient>стойкость</keyword> у отряда.
113308_fluff;Эпидемии не признают границ и ни для кого не делают исключений.
113308_name;Эпидемия
113308_tooltip;Уничтожьте слабейший отряд (или отряды).
113309_fluff;Геральт отступил на шаг. Он уже видел людей, которых поразила "Казнь". А скорее то, что от них осталось.
113309_name;Казнь
113309_tooltip;Уничтожьте сильнейший отряд (или отряды).
113310_fluff;Это зелье, ускоряющее заживление ран, получило свое название от ласточки, что приносит весну и радость.
113310_name;Ласточка
113310_tooltip;Усильте отряд на {Boost} ед.
113311_fluff;Лицо ведьмака изменилось - в нем появилось что-то нечеловеческое, устрашающее.
113311_name;Гром
113311_tooltip;<keyword=zeal>Рвение</keyword>.\n<keyword=order>Приказ</keyword>: усильте отряд на {Boost} ед. \n<keyword=charge>Заряды</keyword>: {Charges}.
113312_fluff;"Осадная башня увязла в грязи!" "Вижу, идиот. Труби отступление".
113312_name;Проливной дождь
113312_tooltip;Создайте этот эффект в ряду противника:\nв течение {Counter} ходов наносите в начале хода по {Damage} ед. урона {MaxTargets} случайным отрядам в ряду.
113313_fluff;На Скеллиге любой мужчина, женщина и ребенок могут убить врага топором. Лишь некоторые из них способны сделать это яростным криком.
113313_name;Ан Крайт: боец
113313_tooltip;<keyword=deploy>Размещение</keyword>: усильте эту карту на значение силы, равное урону, полученному вражеским отрядом.
113315_fluff;И если ты долго смотришь в бездну, то бездна тоже смотрит в тебя.
113315_name;Зеркало Беккера
113315_tooltip;Выберите отряд. Если он был усилен, нанесите ему урон, равный удвоенному значению его усиления. Если ему нанесли урон, усильте его на удвоенное значение этого урона.
113316_fluff;Врач лечит, магия исцеляет.
113316_name;Возрождение
113316_tooltip;Сыграйте отряд из вашего сброса.
113319_fluff;Реданцы защелкнули наручники на вывернутых за спину руках чародея. Терранова закричал, задергался, согнулся, захрипел в позыве рвоты. Геральт уже понял, из чего сделаны наручники.
113319_name;Двимеритовые кандалы
113319_tooltip;<keyword=lock>Заблокируйте</keyword> отряд и нанесите ему {Damage} ед. урона.
113320_fluff;Съешь побольше, и мир уже не будет прежним...
113320_name;Мардрём
113320_tooltip;Нанесите {Damage} ед. урона отряду, затем усильте его на {Boost} ед.
122101_fluff;Я знаю, что не был хорошим отцом. Но, может, еще не слишком поздно.
122101_name;Кровавый Барон
122101_tooltip;<keyword=order>Приказ</keyword>: удвойте число <keyword=charge>зарядов</keyword> у дружественного отряда.
122102_fluff;Дрянь человек, но патриот.
122102_name;Вернон Роше
122102_tooltip;<keyword=spying>Шпион</keyword>.\n<keyword=deploy>Размещение</keyword>: сыграйте верхние карты ({MaxTargets}) из вашей колоды.
122103_fluff;Этот сквер должен носить имя павших солдат. А не мое.
122103_name;Ян Наталис
122103_tooltip;<keyword=melee>Рукопашный ряд</keyword>: пока этот отряд находится на поле, добавляйте <keyword=zeal>рвение</keyword> всем дружественным отрядам со способностью <keyword=order>Приказ</keyword>.
122104_fluff;Филиппа Эйльхарт, хоть и весьма привлекательная, была очень неприятной.
122104_name;Филиппа Эйльхарт
122104_tooltip;postponed
122105_fluff;Гвинт напоминает политику. Только честнее.
122105_name;Сигизмунд Дийкстра
122105_tooltip;postponed
122106_fluff;Я медичка. И если что-то советую, то знаю, что говорю.
122106_name;Шани
122106_tooltip;<keyword=order>Приказ</keyword>: добавьте отряду <keyword=immune>Неуязвимость</keyword>.
122107_fluff;Капитан... наши стрелы... у них... у них крылья!
122107_name;Трисс: колдунья
122107_tooltip;<keyword=deploy>Размещение</keyword>: усильте случайный отряд в вашей руке на {Boost} ед.
122108_fluff;Если мне сегодня суждено умереть, я хоть выглядеть буду хорошо.
122108_name;Кейра Мец
122108_tooltip;<keyword=deploy>Размещение</keyword>, <keyword=ranged>дальнобойный ряд</keyword>: сыграйте заклятие из вашей колоды.
122201_fluff;Юлиан Альфред Панкрац, виконт де Леттенхоф. Для друзей - Лютик.
122201_name;Лютик
122201_tooltip;<keyword=ranged>Дальнобойный ряд</keyword>: усиливайте дружественный отряд на {Boost} ед. каждый раз, когда он получает <keyword=charge>заряд</keyword>.
122202_fluff;Представь себе, что Лютик поменял пол, и у тебя будет точный образ.
122202_name;Присцилла
122202_tooltip;<keyword=zeal>Рвение</keyword>.\n<keyword=order>Приказ</keyword>: увеличьте число <keyword=charge>зарядов</keyword> у отряда на {Charges}. \n<keyword=cooldown>Ходов до восстановления</keyword>: {Cooldown}.
122203_fluff;Ну так как? По рукам?
122203_name;Талер
122203_tooltip;<keyword=deploy>Размещение</keyword>: лишите вражеский отряд всех <keyword=charge>зарядов</keyword> и передайте их Талеру. \n<keyword=order>Приказ</keyword>: увеличьте число <keyword=charge>зарядов</keyword> у дружественного отряда на {Charges2}. \n<keyword=charge>Заряды</keyword>: {Charges}.
122204_fluff;Лучше прожить один день как король, чем всю жизнь как нищий.
122204_name;Бьянка
122204_tooltip;<keyword=deploy>Размещение</keyword>: нанесите {Damage} ед. урона вражескому отряду. \n<keyword=order>Приказ</keyword>: добавьте <keyword=zeal>рвение</keyword> дружественному отряду.
122205_fluff;Нет ничего хуже, чем научно обоснованный шовинизм.
122205_name;Шеала де Тансервилль
122205_tooltip;<keyword=deploy>Размещение</keyword>: нанесите {Damage} ед. урона вражескому отряду.\n<keyword=order>Приказ</keyword>: нанесите {Damage} ед. урона вражескому отряду.
122206_fluff;Дщерь каэдвенских пущ.
122206_name;Сабрина Глевиссиг
122206_tooltip;<keyword=spying>Шпион</keyword>. \n<keyword=deathwish>Завещание</keyword>: нанесите по {Damage} ед. урона всем отрядам в этом ряду.
122207_fluff;Такими чарами выигрывают войны! Тысячи жертв в одну минуту!
122207_name;Детмольд
122207_tooltip;<keyword=order>Приказ</keyword>, <keyword=ranged>дальнобойный ряд</keyword>: нанесите вражескому отряду урон, равный значению усиления у Детмольда.
122208_fluff;Сразу было видно, что редкостный кретин. Кто же носит золотые доспехи?!
122208_name;Принц Стеннис
122208_tooltip;<keyword=deploy>Размещение</keyword>: усильте дружественный отряд на {Boost} ед. и увеличьте число его <keyword=charge>зарядов</keyword> на {Charges}.
122209_fluff;Что, людь мне видит? Я записался в армию короля Радозвида. И у меня приказ - защищать лодки.
122209_name;Трололо
122209_tooltip;postponed
122210_fluff;Говорили, у принцессы взрывной нрав, но такого не ожидал никто...
122210_name;Принцесса Паветта
122210_tooltip;<keyword=deploy>Размещение</keyword>: переместите бронзовый отряд и все его копии из вашего сброса в вашу колоду.
122211_fluff;Меня интересует только благо Аретузы и моих учениц.
122211_name;Маргарита Ло-Антиль
122211_tooltip;<keyword=zeal>Рвение</keyword>.\n<keyword=order>Приказ</keyword>: потратьте <keyword=charge>заряды</keyword> ({Charges}), чтобы <keyword=lock>заблокировать</keyword> вражеский отряд.\n<keyword=charge>Заряды</keyword>: {Charges}.
122212_fluff;Мало кто знает о здоровье больше, чем Нэннеке.
122212_name;Нэннеке
122212_tooltip;<keyword=order>Приказ</keyword>, <keyword=ranged>дальнобойный ряд</keyword>: усильте отряд на {Boost} ед. \n<keyword=charge>Заряды</keyword>: {Charges}.
122213_fluff;Пить без Одрина - это как грести без весел.
122213_name;Одрин
122213_tooltip;<keyword=deploy>Размещение</keyword>: увеличьте число <keyword=charge>зарядов</keyword> у всех дружественных отрядов на {Charge}.
122214_fluff;Вперед, подонки! Вперед! Вы не нильфов бойтесь, вам меня бояться надо!
122214_name;Каэдвенский сотник
122214_tooltip;<keyword=zeal>Рвение</keyword>.\n<keyword=order>Приказ</keyword>: усильте дружественный отряд на {Boost} ед. \n<keyword=charge>Заряды</keyword>: {Charges}.
122216_fluff;Если хочешь торговать в Новиграде, выбор прост: сговорись с Тесаком, или прощайся со своими коленями.
122216_name;Тесак
122216_tooltip;<keyword=deploy>Размещение</keyword>: нанесите отряду по {Damage} ед. урона за каждую карту в вашей руке.
122301_fluff;- Мы даем им женские имена. - Это какая-нибудь Марыська? - Нет, это Хельга.
122301_name;Баллиста
122301_tooltip;<keyword=order>Приказ</keyword>: нанесите {Damage} ед. урона отряду. \n<keyword=charge>Заряды</keyword>: {Charges}.
122302_fluff;Никогда не попадает дважды в одно и то же место. По здравому размышлению, это может вызвать серьезные проблемы.
122302_name;Усиленная баллиста
122302_tooltip;<keyword=order>Приказ</keyword>: нанесите {Damage} ед. урона отряду. \n<keyword=charge>Заряды</keyword>: {Charges}.
122303_fluff;Один требушет стоит ста пехотинцев. И трехсот таких доходяг, как ты.
122303_name;Требушет
122303_tooltip;<keyword=order>Приказ</keyword>, <keyword=ranged>дальнобойный ряд</keyword>: нанесите {Damage} ед. урона отряду. Если уничтожите его, нанесите по {Damage} ед. урона смежным с ним отрядам.\n<keyword=charge>Заряды</keyword>: {Charges}.
122304_fluff;Последний писк моды в области разрушения стен.
122304_name;Осадная башня
122304_tooltip;<keyword=order>Приказ</keyword>, <keyword=melee>рукопашный ряд</keyword>: усильте смежные дружественные отряды на {Boost} ед.\n<keyword=charge>Заряды</keyword>: {Charges}.
122306_fluff;Видишь татуировку, барышня? Это я, с драконом сражаюсь. С ДРАКОНОМ.
122306_name;Охотник из Кринфрида
122306_tooltip;postponed
122307_fluff;Записались мы на войну, а то с чудищами последнее время нам не шибко везет.
122307_name;Разведчик Рубайл
122307_tooltip;postponed
122308_fluff;Во славу Редании!
122308_name;Реданский рыцарь
122308_tooltip;postponed
122309_fluff;Откалибруйте базу на пять градусов! - Так точ... Сука, чо?
122309_name;Осадный инженер
122309_tooltip;<keyword=deploy>Размещение</keyword>: увеличьте число <keyword=charge>зарядов</keyword> у дружественной машины на {Charges}.
122310_fluff;Синих Полосок и скоя'таэлей роднит одно: их ведет ненависть.
122310_name;Полоски: разведчик
122310_tooltip;<keyword=deploy>Размещение</keyword>, <keyword=melee>рукопашный ряд</keyword>: <keyword=spawn>Создайте</keyword> копию бронзового дружественного отряда в низу вашей колоды.
122311_fluff;Для Темерии я готов на все. Но обычно я для нее только убиваю.
122311_name;Полоски: боец
122311_tooltip;<keyword=order>Приказ</keyword>: <keyword=summon>призовите</keyword> копию этого отряда из вашей колоды в этот ряд.
122312_fluff;Шейте красное с красным, желтое с желтым, белое с белым. Так наверняка будет хорошо...
122312_name;Полевой медик
122312_tooltip;<keyword=deploy>Размещение</keyword>: усильте смежные отряды на {Boost} ед.
122313_fluff;Всем сохранять спокойствие. А также бдительность. Плащи и бобровые шапки довольно легко меняют хозяев.
122313_name;Бурая Хоругвь
122313_tooltip;<keyword=deploy>Размещение</keyword>: если эта карта была сыграна рядом с {MaxTargets} солдатами, добавьте ей <keyword=zeal>рвение</keyword>.\n<keyword=order>Приказ</keyword>: нанесите {Damage} ед. урона вражескому отряду.
122314_fluff;Мне всегда было интересно, как они в сортир-то ходят?
122314_name;Каэдвенская конница
122314_tooltip;<keyword=deploy>Размещение</keyword>, <keyword=melee>рукопашный ряд</keyword>: лишите вражеский отряд всех <keyword=charge>зарядов</keyword>, затем нанесите ему урон, равный числу этих зарядов.
122315_fluff;Чуешь? Земля дрожит, когда "Толстая Берта" стреляет.
122315_name;Усиленный требушет
122315_tooltip;<keyword=ranged>Дальнобойный ряд</keyword>: в конце каждого хода наносите по {Damage} ед. урона случайному вражескому отряду в дальнобойном ряду.
122316_fluff;Темерия! Темерия! Судьба к тебе щедра! Ты сокрушишь врагов своих величием добра!
122316_name;Темерская пехота
122316_tooltip;<keyword=deploy>Размещение</keyword>: нанесите по {Damage} ед. урона вражескому отряду за каждый усиленный отряд в этом ряду.
122317_fluff;Все для Редании! Конечно, если жалованье получим вовремя.
122317_name;Реданская элита
122317_tooltip;postponed
122318_fluff;Я никогда не промахиваюсь дважды.
122318_name;Осадный мастер
122318_tooltip;Каждый раз, когда в этом ряду играют машину, добавляйте ей <keyword=zeal>рвение</keyword>.
122401_fluff;Могила разрыта... Значит, игоша вышел на охоту.
122401_name;Игоша
122401_tooltip;В конце каждого хода наносите по {Damage} ед. урона сильнейшему вражескому отряду. \n<keyword=order>Приказ</keyword>: обратите в Чура.
122402_fluff;Нарекаю тебя... Дея. И признаю дочерью.
122402_name;Чур
122402_tooltip;В конце каждого хода усиливайте слабейший дружественный отряд на {Boost} ед. \n<keyword=order>Приказ</keyword>: обратите в Игошу.
122403_fluff;Нильфгаардские маги - расходный материал. Если один из них разгневает императора, дюжина других охотно исполнит приказ.
122403_name;Неофит из Виковаро
122403_tooltip;<keyword=deploy>Размещение</keyword>, <keyword=ranged>дальнобойный ряд</keyword>: возьмите карту, затем переместите карту из вашей руки на верх вашей колоды.
123201_fluff;Трубить отступление! Перегруппироваться и ждать подкрепления!
123201_name;Подкрепление
123201_tooltip;<keyword=spawn>Создайте</keyword> копию бронзового дружественного отряда и <keyword=summon>призовите</keyword> ее в этот ряд.
123301_fluff;Не злато, но рвение святое тебе поможет стать героем!
123301_name;Темерский честолюбец
123301_tooltip;<keyword=spawn>Создать</keyword>
131101_fluff;Держи себя в руках. Ты же знаешь, чем это кончится.
131101_name;Эредин Бреакк Глас
131101_tooltip;<keyword=order>Приказ</keyword>: усильте отряд на {Boost} ед. и добавьте ему <keyword=immune>неуязвимость</keyword>.
131102_fluff;Картина должна передавать эмоции, а не слова.
131102_name;Ге'эльс
131102_tooltip;<keyword=ranged>Дальнобойный ряд</keyword>: каждый раз, когда играете отряд со способностью <keyword=deathwish>Завещание</keyword>, активируйте его способность <keyword=deathwish>Завещание</keyword>.
132101_fluff;Генерал так и не признал поражения. Продолжал сражаться даже после смерти.
132101_name;Драуг
132101_tooltip;<keyword=deploy>Размещение</keyword>: обратите всех дружественных людей в Каэдвенских призраков, не меняя их силу.
132102_fluff;Он хвастался, что его броню не пробьет ни одно оружие. И он не лгал - но все равно не выжил.
132102_name;Имлерих: гнев
132102_tooltip;Нанесите вражескому отряду урон, равный силе вашего сильнейшего дружественного отряда.
132103_fluff;В этом лесу не охотятся. Никогда. Пусть даже вся деревня умирает от голода.
132103_name;Леший
132103_tooltip;<keyword=order>Приказ</keyword>: усильте отряд в вашей руке на {Boost} ед.
132104_fluff;Золотой мальчик, который вырос злодеем.
