112109_tooltip;<keyword=deploy>Rozmieszczenie</keyword>, <keyword=melee>bliskie starcie</keyword>: <keyword=spawn>Stwórz</keyword> i zagraj Dudę: Mąciciela.\n<keyword=deploy>Rozmieszczenie</keyword>, <keyword=ranged>daleki zasięg</keyword>: <keyword=spawn>Stwórz</keyword> i zagraj Dudę: Towarzysza.
112110_fluff;Wiesz, kiedy bajki przestają być bajkami? Kiedy ludzie zaczynają w nie wierzyć.
112110_name;Ciri: Szarża
112110_tooltip;Po {Counter} turach, na początku tury, dobierz kartę.
112111_fluff;Wiedźmin złożył palce w Znak Aard. Huknęło tak, że Geralta zakłuło w uszach, a od wsysanego przez implozję powietrza aż zaszumiały wikliny.
112111_name;Geralt: Aard
112111_tooltip;<keyword=deploy>Rozmieszczenie</keyword>, <keyword=melee>bliskie starcie</keyword>: Zadaj {Damage} pkt obrażeń {Maxtargets} wrogom i przenieś ich do rzędu dalekiego zasięgu, jeśli to możliwe.
112112_fluff;Nieliczni wśród wolnych elfów Aen Saevherne - Wiedzący - byli bliską legendzie enigmą.
112112_name;Avallac'h: Wiedzący
112112_tooltip;<keyword=deploy>Rozmieszczenie</keyword>, <keyword=ranged>daleki zasięg</keyword>: Zagraj Artefakt ze swojej talii.
112113_fluff;Nie ma takiej klątwy, z którą nie poradzą sobie wiedźmin i czarodziejka.
112113_name;Yennefer: Klątwy
112113_tooltip;<keyword=order>Rozkaz</keyword>: Zadaj najsilniejszej jednostce/jednostkom wroga {Damage} pkt obrażeń.\n<keyword=cooldown>Odnowienie</keyword>: {Cooldown}.
112201_fluff;Mimik. Ma zresztą wiele nazw - Mieniak, podwójniak, vexling, bedak. Lub doppler.
112201_name;Dudu
112201_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Przemień kartę w bazowy egzemplarz wrogiej jednostki.
112202_fluff;Jestem prostym wiedźminem. Nie walczę ze smokami, nie bratam się z królami, ani nie sypiam z czarodziejkami…
112202_name;Eskel
112202_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: <keyword=summon>Wezwij</keyword> do tego rzędu Vesemira i Lamberta ze swojej talii.
112203_fluff;Gdy cię mają wieszać, poproś o wodę. Nie wiadomo, co się zdarzy, zanim przyniosą.
112203_name;Vesemir
112203_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: <keyword=summon>Wezwij</keyword> do tego rzędu Eskela i Lamberta ze swojej talii.
112204_fluff;No, takie negocjacje to ja rozumiem.
112204_name;Lambert
112204_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: <keyword=summon>Wezwij</keyword> do tego rzędu Eskela i Vesemira ze swojej talii.
112205_fluff;Nigdy nie wchodź pomiędzy smoczycę a jej młode.
112205_name;Myrgtabrakke
112205_tooltip;<keyword=order>Rozkaz</keyword>: Zadaj wrogowi {Damage} pkt obrażeń.\n<keyword=charge>Ładunki</keyword>: {Charges}.
112206_fluff;Pan na Kwarcowej Górze, Niszczyciel, Zagłada Traiana. Prywatnie lubi długie spacery i rozmowy przy świetle księżyca.
112206_name;Ocvist
112206_tooltip;<keyword=order>Rozkaz</keyword>: Zadaj wszystkim wrogom {Damage} pkt obrażeń.
112207_fluff;Teraz przynajmniej wiesz, że łatwo nie tracę głowy.
112207_name;Olgierd von Everec
112207_tooltip;<keyword=order>Rozkaz</keyword>: <keyword=heal>Uzdrów</keyword> tę jednostkę.\n<keyword=cooldown>Odnowienie</keyword> {Cooldown}.
112208_fluff;Gdy czas i przestrzeń przed nami się kurczą, to rozszerzają się za nami. W ten sposób idzie się naprzód w czasie i przestrzeni.
112208_name;Operator
112208_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: <keyword=spawn>Stwórz</keyword> i <keyword=summon>wezwij</keyword> bazowy egzemplarz brązowej jednostki ze swojej ręki do tego rzędu po stronie obu graczy.
112209_fluff;Muuuuu.
112209_name;Krowa Czempionka
112209_tooltip;<keyword=order>Rozkaz</keyword>: Przemień w Czarta.
112210_fluff;"Bez urazy, Geralt, ale musimy porozmawiać na temat tego, jak mną kierujesz."
112210_name;Płotka
112210_tooltip;Za każdym razem, gdy zagrasz złotą kartę, <keyword=summon>wezwij</keyword> tę jednostkę ze swojej talii do losowego rzędu sojuszniczego.
112211_fluff;Życie bez napawania się brzmieniem "bisiora racicznicy" jest jak lizanie ślimaków przez sukno.
112211_name;Janek
112211_tooltip;<keyword=order>Rozkaz</keyword>: Zadaj jednostce {Damage} pkt obrażeń.\n<keyword=charge>Ładunki</keyword>: {Charges}.\nDaj tej jednostce <keyword=charge>ładunki</keyword> ({Charges2}) za każdym razem, gdy zagrywasz kartę specjalną.
112212_fluff;Mała Sara chce się bawić!
112212_name;Sara
112212_tooltip;<keyword=order>Rozkaz</keyword>: Wzmocnij jednostkę o {Boost}.\n<keyword=charge>Ładunki</keyword>: {Charges}.\nDaj tej jednostce <keyword=charge>ładunki</keyword> ({Charges2}) za każdym razem, gdy zagrywasz kartę specjalną.
112213_fluff;Może się okazać, że mi do twarzy bez uszu. Albo bez ręki. Król Żebraków podobno traktuje to jako zaliczkę na poczet.
112213_name;Król Żebraków
112213_tooltip;Na koniec każdej tury wzmocnij najsłabszą jednostkę w swojej ręce o {Boost}.
112214_fluff;Należy do czwórki ludzi, którzy trzęsą miejscowym półświatkiem – razem z Sigim Reuvenem, Tasakiem i Królem Żebraków.
112214_name;Cyprian Willey
112214_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: <keyword=banish>Wygnaj</keyword> jednostkę o sile {Power} lub mniejszej.
112215_fluff;"Tak niewiele pamiętam... Tylko gdy myślę o mojej róży, przypominam sobie to, co było."
112215_name;Iris von Everec
112215_tooltip;<keyword=deploy>Rozmieszczenie</keyword>, <keyword=melee>bliskie starcie</keyword>: Zniszcz wrogi Artefakt.\n<keyword=deploy>Rozmieszczenie</keyword>, <keyword=ranged>daleki zasięg</keyword>: Usuń wszystkie efekty z rzędów po swojej stronie.
112401_fluff;Powiadają, że jednorożce lgną do dziewic. Cóż, znalezienie dziewicy w dzisiejszych czasach jest równie trudne co znalezienie jednorożca, więc nikt nie zweryfikował tej tezy.
112401_name;Jednorożec
112401_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Wzmocnij jednostkę o {Boost}. Jeśli masz w ręce Chironexa, podwój wzmocnienie.
112402_fluff;Bogowie… to nie jest jednorożec! To… - ostatnie słowa Vilemara, słynnego kolekcjonera osobliwości.
112402_name;Chironex
112402_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Zadaj jednostce {Damage} pkt obrażeń. Jeśli masz w ręce Jednorożca, podwój obrażenia.
112403_fluff;Zna sto słów - osiemdziesiąt z nich to przekleństwa, reszta to łączniki.
112403_name;Duda: Towarzysz
112403_tooltip;Wzmocnij wszystkie jednostki w wybranym rzędzie o {Boost}.
112404_fluff;Papuga Zoltana miała niezwykły talent do irytowania wszystkich, którym weszła w drogę. W tym Zoltana.
112404_name;Duda: Mąciciel
112404_tooltip;Zadaj wszystkim jednostkom w wybranym rzędzie {Damage} pkt obrażeń.
112405_fluff;Bies wygląda trochę jak jeleń. Wielki, wściekły jeleń.
112405_name;Bies
112405_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Wzmocnij wszystkie jednostki z <keyword=deathwish>zemstą</keyword> w swojej ręce o {Boost}.
113101_fluff;Gdy nadejdzie Czas Końca, Hemdall stawi czoło złym mocom z krainy Morhogg - upiorom, demonom i widmom Chaosu.
113101_name;Ragh Nar Roog
113101_tooltip;Zastosuj ten efekt w rzędzie przeciwnika:\nNa początku każdej tury zadaj najsilniejszej jednostce w tym rzędzie {Damage} pkt obrażeń.
113102_fluff;Geniusz, moi panowie, spełnia tylko trzy życzenia, a potem jest wolny i ucieka w swój wymiar.
113102_name;Ostatnie Życzenie
113102_tooltip;Podejrzyj wierzchnie karty ze swojej talii ({Maxtargets}), następnie zagraj jedną i <keyword=banish>wygnaj</keyword> drugą.
113201_fluff;Niespodzianka, sukinsyny!
113201_name;Atrapa
113201_tooltip;Wtasuj do swojej talii sojusznika z pola bitwy, następnie zagraj wierzchnią jednostkę ze swojej talii.
113202_fluff;Niebo ściemniało nagle, nad miastem zakłębiły się chmury. Zrobiło się diabelnie mroczno. I powiało zimnem.\n– Jej – stęknęła Yennefer. – Zdaje się, żeśmy narozrabiały.
113202_name;Gradobicie Merigold
113202_tooltip;Zadaj {Maxtargets} wrogom {Damage} pkt obrażeń.
113203_fluff;To nie jest zwykła burza. To gniew bogów.
113203_name;Skelligijski Sztorm
113203_tooltip;Zastosuj ten efekt w rzędzie przeciwnika:\nNa początku każdej z {Counter} tur zadaj wszystkim jednostkom w tym rzędzie {Damage} pkt obrażeń.
113204_fluff;Czarodziej Stammelford przesunął kiedyś górę, bo mu zasłaniała widok z wieży. Jak wieść niesie, miał na usługi d'ao, geniusza Ziemi.
113204_name;Wstrząsy Stammelforda
113204_tooltip;Zadaj wszystkim wrogom {Damage} pkt obrażeń.
113205_fluff;Podstawowy element wyposażenia Łowców Czarownic - w ułamku sekundy zamienia najpotężniejszego czarodzieja w bezbronną ofiarę.
113205_name;Bomba dwimerytowa
113205_tooltip;Zniszcz Artefakt.
113206_fluff;To Tedd Deireadh, Czas Końca. Świat zniszczony przez Białe Zimno.
113206_name;Białe Zimno
113206_tooltip;Zniszcz wszystkie Artefakty.
113207_fluff;Plus jeden do morale, minus trzy do słuchu.
113207_name;Róg dowódcy
113207_tooltip;Wzmocnij sąsiadujące jednostki ({maxtargets}) o {Boost}.
113208_fluff;Vaedermakar to druid, który potrafi wpływać na pogodę. Przerwać sztorm. Wywołać gradobicie. Sprawić, by wroga spopielił piorun. Więc dobrze radzę... Zwracaj się do niego z szacunkiem.
113208_name;Vaedermakar
113208_tooltip;<keyword=deploy>Rozmieszczenie</keyword>, <keyword=melee>bliskie starcie</keyword>: Wydłuż czas trwania wszystkich efektów rzędów o {Counter}.\n<keyword=deploy>Rozmieszczenie</keyword>, <keyword=ranged>daleki zasięg</keyword>: Skróć czas trwania wszystkich efektów rzędów o {Counter2}.
113209_fluff;Kilka stworów Alzura jeszcze krąży po świecie, w tym również wij, który zmasakrował go i zniszczył pół Mariboru, zanim nie uciekł w las na Zarzeczu.
113209_name;Krzyż Alzura
113209_tooltip;Zagraj najsilniejszą jednostkę ze swojej talii.
113301_fluff;Nie mamy szans, by wyskandować zaklęcie tak skomplikowane, jak Piorun Alzura. Alzur, jak się twierdzi, miał głos jak dzwon i dykcję oratora.
113301_name;Piorun Alzura
113301_tooltip;Zadaj jednostce {Damage} pkt obrażeń.
113302_fluff;Tak mi palce zgrabiały, że ledwie miecz trzymam... A tu jeszcze machać trzeba.
113302_name;Trzaskający Mróz
113302_tooltip;Zastosuj ten efekt w rzędzie przeciwnika:\nNa początku każdej z {Counter} tur zadaj najsłabszej jednostce w tym rzędzie {Damage} pkt obrażeń.
113303_fluff;Piękny dzień, żeby umrzeć.
113303_name;Czyste Niebo
113303_tooltip;Usuń wszystkie efekty z rzędów po swojej stronie.
113305_fluff;Mgła, że oko wykol... Cokolwiek to znaczy.
113305_name;Gęsta Mgła
113305_tooltip;Zastosuj ten efekt w rzędzie przeciwnika:\nNa początku każdej z {Counter} tur zadaj najsilniejszej jednostce w tym rzędzie {Damage} pkt obrażeń.
113306_fluff;Zabija szybciej, niż jesteś w stanie wymówić pełen tytuł cesarza Nilfgaardu.
113306_name;Jad Mantikory
113306_tooltip;Zadaj {MaxTargets} wrogom {Damage} pkt obrażeń.
113307_fluff;Bestia szarżowała na nich w dzikiej furii, niewrażliwa na ból i razy zadane przez obrońców. Nic nie mogło stanąć na jej drodze…
113307_name;Adrenalina
113307_tooltip;Daj lub odbierz jednostce <keyword=resilient>wytrzymałość</keyword>.
113308_fluff;Epidemie nie uznają granic ani nie robią wyjątków osobistych.
113308_name;Epidemia
113308_tooltip;Zniszcz najsłabszą jednostkę lub jednostki.
113309_fluff;Geralt zrobił krok w tył. Widział już ludzi, których potraktowano "Pożogą". A raczej to, co z tych ludzi zostało.
113309_name;Pożoga
113309_tooltip;Zniszcz najsilniejszą jednostkę lub jednostki.
113310_fluff;Jaskółka, symbol wiosny i odnowy, dała nazwę eliksirowi, który przyspiesza zasklepianie się ran.
113310_name;Jaskółka
113310_tooltip;Wzmocnij jednostkę o {Boost}.
113311_fluff;Twarz wiedźmina zmieniła się - było w niej coś nieludzkiego, przerażającego.
113311_name;Grom
113311_tooltip;<keyword=zeal>Zapał</keyword>.\n<keyword=order>Rozkaz</keyword>: Wzmocnij jednostkę o {Boost}.\n<keyword=charge>Ładunki</keyword>: {Charges}.
113312_fluff;„Wieża oblężnicza utknęła w błocie!”„Widzę, idioto. Trąb na odwrót”.
113312_name;Ulewny Deszcz
113312_tooltip;Zastosuj ten efekt w rzędzie przeciwnika:\nNa początku każdej z {Counter} tur zadaj {MaxTargets} losowym jednostkom w tym rzędzie {Damage} pkt obrażeń.
113313_fluff;Każdy mężczyzna i każda kobieta na Skellige umie posługiwać się toporem - gdy zajdzie potrzeba, chwycą za nie aby stanąć w obronie Wysp.
113313_name;Ochotnicy an Craite
113313_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Wzmocnij tę jednostkę o liczbę obrażeń odniesionych przez wroga.
113315_fluff;Gdy długo spoglądamy w otchłań, otchłań spogląda również w nas.
113315_name;Zwierciadło Bekkera
113315_tooltip;Wybierz jednostkę. Jeśli jest wzmocniona, zadaj jej obrażenia równe dwukrotności wzmocnienia. Jeśli jest ranna, wzmocnij ją o dwukrotność obrażeń.
113316_fluff;Medicus curat, magicae sanat.
113316_name;Uzdrowienie
113316_tooltip;Zagraj jednostkę ze swojego cmentarza.
113319_fluff;Redańczycy zatrzasnęli okowy na wykręconych do tyłu rękach czarodzieja. Terranova zakrzyczał, zatargał się, zgiął, zacharczał w wymiotnym odruchu. Geralt wiedział już, z czego zrobiono kajdany.
113319_name;Kajdany z dwimerytu
113319_tooltip;<keyword=lock>Zablokuj</keyword> jednostkę i zadaj jej {Damage} pkt obrażeń.
113320_fluff;Zjedz ich odpowiednio dużo, a świat już nigdy nie będzie taki sam...
113320_name;Mardroeme
113320_tooltip;Zadaj wybranej jednostce {Damage} pkt obrażeń, następnie wzmocnij ją o {Boost}.
122101_fluff;Wiem, że nie byłem dobrym ojcem, ale... może jeszcze nie jest za późno.
122101_name;Krwawy Baron
122101_tooltip;<keyword=order>Rozkaz</keyword>: Podwój liczbę <keyword=charge>ładunków</keyword> sojusznika.
122102_fluff;Patriota, chociaż sukinsyn.
122102_name;Vernon Roche
122102_tooltip;<keyword=spying>Szpieg</keyword>.\n<keyword=deploy>Rozmieszczenie</keyword>: Zagraj wierzchnie karty ({MaxTargets}) ze swojej talii.
122103_fluff;Ten skwer powinien nosić imię poległych żołnierzy. Nie moje.
122103_name;Jan Natalis
122103_tooltip;<keyword=melee>Bliskie starcie</keyword>: Gdy ta jednostka jest na polu bitwy, wszyscy sojusznicy z <keyword=order>rozkazem</keyword> zyskują <keyword=zeal>zapał</keyword>.
122104_fluff;Filippa Eilhart, choć bardzo atrakcyjna, była zdecydowanie niemiła.
122104_name;Filippa Eilhart
122104_tooltip;postponed
122105_fluff;Naprawdę myślisz, że nabiorę się na tę wyjętą z dupy historyjkę?
122105_name;Sigismund Dijkstra
122105_tooltip;postponed
122106_fluff;Jestem medyczką, kiedy coś zalecam, zazwyczaj wiem, co robię.
122106_name;Shani
122106_tooltip;<keyword=order>Rozkaz</keyword>: Daj jednostce <keyword=immune>odporność</keyword>.
122107_fluff;Kapitanie... nasze strzały, one... mają skrzydła!
122107_name;Triss: Motyle
122107_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Wzmocnij losową jednostkę w swojej ręce o {Boost}.
122108_fluff;Skoro mam dziś umrzeć, muszę odpowiednio wyglądać.
122108_name;Keira Metz
122108_tooltip;<keyword=deploy>Rozmieszczenie</keyword>, <keyword=ranged>daleki zasięg</keyword>: Zagraj Zaklęcie ze swojej talii.
122201_fluff;Julian Alfred Pankratz wicehrabia de Lettenhove. Dla przyjaciół – Jaskier.
122201_name;Jaskier
122201_tooltip;<keyword=ranged>Daleki zasięg</keyword>: Za każdym razem, gdy sojusznik zyskuje <keyword=charge>ładunek</keyword>, wzmocnij go o {Boost}.
122202_fluff;Wyobraź sobie, że Jaskier zmienił płeć i będziesz miał pełny obraz.
122202_name;Priscilla
122202_tooltip;<keyword=zeal>Zapał</keyword>.\n<keyword=order>Rozkaz</keyword>: Daj jednostce <keyword=charge>ładunki</keyword> ({Charges}).\n<keyword=cooldown>Odnowienie</keyword>: {Cooldown}.
122203_fluff;No, to jak będzie? Robimy interes?
122203_name;Talar
122203_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Zabierz wszystkie <keyword=charge>ładunki</keyword> wrogiej jednostce i daj je Talarowi.\n<keyword=order>Rozkaz</keyword>: Daj sojuszniczej jednostce <keyword=charge>ładunki</keyword> ({Charges2}).\n<keyword=charge>Ładunki</keyword>: {Charges}.
122204_fluff;Lepiej przeżyć jeden dzień jak król niż całe życie jak dziad.
122204_name;Ves
122204_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Zadaj wrogowi {Damage} pkt obrażeń.\n<keyword=order>Rozkaz</keyword>: Daj sojusznikowi <keyword=zeal>Zapał</keyword>.
122205_fluff;Nie ma nic gorszego niż naukowo podbudowany szowinizm.
122205_name;Sheala
122205_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Zadaj wrogowi {Damage} pkt obrażeń.\n<keyword=order>Rozkaz</keyword>: Zadaj wrogowi {Damage} pkt obrażeń
122206_fluff;Córa kaedweńskich puszcz.
122206_name;Sabrina Glevissig
122206_tooltip;<keyword=spying>Szpieg</keyword>.\n<keyword=deathwish>Zemsta</keyword>: Zadaj wszystkim jednostkom w tym rzędzie {Damage} pkt obrażeń.
122207_fluff;Tysiąc trupów w jednej chwili! Takimi czarami wygrywa się wojny!
122207_name;Detmold
122207_tooltip;<keyword=order>Rozkaz</keyword>, <keyword=ranged>daleki zasięg</keyword>: Zadaj wrogowi obrażenia równe wzmocnieniu Detmolda.
122208_fluff;Od razu było widać, że to kawał sukinsyna. Kto nosi złotą zbroję?!
122208_name;Książę Stennis
122208_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Wzmocnij sojusznika o {Boost} i daj mu <keyword=charge>ładunki</keyword> ({Charges}).
122209_fluff;Co, ludź nie widzi? Zaciągłem się do armii króla Radozwida Fał. I mam rozkaz – bronić łodzie.
122209_name;Trollololo
122209_tooltip;postponed
122210_fluff;Mawiali, że królewna jest wybuchowa, ale nikt nie spodziewał się tego…
122210_name;Królewna Pavetta
122210_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Wtasuj brązową jednostkę i wszystkie jej kopie ze swojego cmentarza do swojej talii.
122211_fluff;Interesuje mnie jedynie dobro mojej Aretuzy i moich uczennic.
122211_name;Margarita Laux-Antille
122211_tooltip;<keyword=zeal>Zapał</keyword>.\n<keyword=order>Rozkaz</keyword>: Zużyj <keyword=charge>ładunki</keyword> ({Charges}), by <keyword=lock>zablokować</keyword> jednostkę wroga.\n<keyword=charge>Ładunki</keyword>: {Charges}.
122212_fluff;Mało kto wie więcej o uzdrawianiu niż Nenneke.
122212_name;Nenneke
122212_tooltip;<keyword=order>Rozkaz</keyword>, <keyword=ranged>daleki zasięg</keyword>: Wzmocnij jednostkę o {Boost}.\n<keyword=charge>Ładunki</keyword>: {Charges}.
122213_fluff;Picie bez Odrina jest jak kajakowanie bez wioseł.
122213_name;Odrin
122213_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Daj <keyword=charge>ładunki</keyword> ({Charge}) wszystkim jednostkom sojuszniczym.
122214_fluff;Naprzód, psia wasza mać! Naprzód, albo przekonacie się, że Nilfgaardczycy to najmniejsze z waszych zmartwień!
122214_name;Kaedweński setnik
122214_tooltip;<keyword=zeal>Zapał</keyword>.\n<keyword=order>Rozkaz</keyword>: Wzmocnij sojusznika o {Boost}.\n<keyword=charge>Ładunki</keyword>: {Charges}.
122216_fluff;Każdy, kto chce handlować w Novigradzie, wie, że wybór jest prosty - ułożyć się z Tasakiem lub pożegnać się z kolanami.
122216_name;Tasak
122216_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Zadaj jednostce {Damage} pkt obrażeń za każdą kartę w swojej ręce.
122301_fluff;Zwykle dajemy im jakieś dźwięczne kobiece imiona. Jak Helga.
122301_name;Balista
122301_tooltip;<keyword=order>Rozkaz</keyword>: Zadaj jednostce {Damage} pkt obrażeń.\n<keyword=charge>Ładunki</keyword>: {Charges}.
122302_fluff;Nigdy nie trafia dwa razy w to samo miejsce, co po dłuższym zastanowieniu może stanowić duży problem.
122302_name;Wzmocniona Balista
122302_tooltip;<keyword=order>Rozkaz</keyword>: Zadaj jednostce {Damage} pkt obrażeń.\n<keyword=charge>Ładunki</keyword>: {Charges}.
122303_fluff;Jeden trebuszet jest wart stu piechurów. I trzystu takich łachudrów, jak ty.
122303_name;Trebusz
122303_tooltip;<keyword=order>Rozkaz</keyword>, <keyword=ranged>daleki zasięg</keyword>: Zadaj jednostce {Damage} pkt obrażeń. Jeśli zostanie zniszczona, zadaj sąsiadującym z nią jednostkom {Damage} pkt obrażeń.\n<keyword=charge>Ładunki</keyword>: {Charges}.
122304_fluff;Najnowszy krzyk mody w dziedzinie zdobywania murów.
122304_name;Wieża Oblężnicza
122304_tooltip;<keyword=order>Rozkaz</keyword>, <keyword=melee>bliskie starcie</keyword>: Wzmocnij sąsiadujących sojuszników o {Boost}.\n<keyword=charge>Ładunki</keyword>: {Charges}.
122306_fluff;Widzisz ten tatuaż, panienko? To ja, jak walczyłem ze smokiem. Ze SMOKIEM.
122306_name;Rębacze z Crinfrid
122306_tooltip;postponed
122307_fluff;Naszą specjalizacją były smoki, ale i wojaczka dobra.
122307_name;Zwiadowca Rębaczy
122307_tooltip;postponed
122308_fluff;Za chwałę! Za Radowida!
122308_name;Redański Rycerz
122308_tooltip;postponed
122309_fluff;„Przekalibrujcie kąt ramienia o pięć stopni!” „Przeka-... co?”
122309_name;Inżynier Oblężniczy
122309_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Daj <keyword=charge>ładunki</keyword> ({Charges}) sojuszniczej Maszynie.
122310_fluff;Niebieskie Pasy i Scoia'tael łączy jedno - jednych i drugich napędza nienawiść.
122310_name;Niebieskie Pasy: Zwiad
122310_tooltip;<keyword=deploy>Rozmieszczenie</keyword>, <keyword=melee>bliskie starcie</keyword>: <keyword=spawn>Stwórz</keyword> egzemplarz brązowego sojusznika na spód swojej talii.
122311_fluff;Dla Temerii zrobiłbym wszystko. Ale głównie zabijam.
122311_name;Niebieskie Pasy
122311_tooltip;<keyword=order>Rozkaz</keyword>: <keyword=summon>Wezwij</keyword> egzemplarz tej jednostki ze swojej talii do tego rzędu.
122312_fluff;Przyszywaj czerwone do czerwonego a białe do białego i wszystko będzie dobrze.
122312_name;Medyk Polowy
122312_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Wzmocnij sąsiadujące jednostki o {Boost}.
122313_fluff;Proszę zachować spokój. Czujność również. Płaszcze i bobrze kołpaki dość łatwo zmieniają właścicieli.
122313_name;Jazda Burej Chorągwi
122313_tooltip;<keyword=deploy>Rozmieszczenie</keyword>: Daj tej jednostce <keyword=zeal>Zapał</keyword>, jeśli zostanie zagrana po sąsiedzku z {MaxTargets} żołnierzami.\n<keyword=order>Rozkaz</keyword>: Zadaj wrogowi {Damage} pkt obrażeń.
122314_fluff;Zawsze mnie zastanawiało, jak oni sobie radzą, gdy muszą iść za potrzebą…
122314_name;Zagon Burej Chorągwi
