1_name_lt;刺骨冰霜
112110_fluff;“你知道童话几时成真吗？大家都开始相信的时候。”
112110_name;希里：冲刺
112110_tooltip;{Counter} 回合后，在回合开始时，抽 1 张牌。
112111_fluff;这股注入专注力的能量能摧毁一切挡道之物——如果你忘了带钥匙，这招最管用。
112111_name;杰洛特：阿尔德法印
112111_tooltip;<keyword=deploy>部署</keyword>，<keyword=melee>近战：</keyword>对 {Maxtargets} 个敌军单位造成 {Damage} 点伤害，若可能，则将其移至远程排。
112112_fluff;在自由的精灵之中，有着极少数的艾恩·萨维尼，即精灵语中的“贤者”。他们十分神秘，是如同传说般的存在。
112112_name;阿瓦拉克：贤者
112112_tooltip;<keyword=deploy>部署</keyword>，<keyword=ranged>远程：</keyword>从己方牌组打出 1 个神器。
112113_fluff;一位优秀的女术士必须知道何时该召唤出冰，何时该召唤出火。
112113_name;叶奈法：咒术师
112113_tooltip;<keyword=order>指令：</keyword>对战力最高的敌军单位造成 {Damage} 点伤害。\n<keyword=cooldown>冷却：</keyword>{Cooldown}。
112201_fluff;拟态怪有很多别名：易形怪、二重身、模仿怪……变形怪。
112201_name;杜度
112201_tooltip;<keyword=deploy>部署：</keyword>转变为 1 个敌军单位的基础同名牌。
112202_fluff;“白狼，我只是个普通猎魔人。我不猎龙，不跟国王称兄道弟，也不和女术士纠缠……”
112202_name;艾斯卡尔
112202_tooltip;<keyword=deploy>部署：</keyword>从牌组<keyword=summon>召唤</keyword>“维瑟米尔”和“兰伯特”至同排。
112203_fluff;“就算上了绞架也别放弃——让他们给你拿点水，毕竟没人知道水拿来前会发生什么。”
112203_name;维瑟米尔
112203_tooltip;<keyword=deploy>部署：</keyword>从牌组<keyword=summon>召唤</keyword>“艾斯卡尔”和“兰伯特”至同排。
112204_fluff;“这样的沟通方式才对路嘛！”
112204_name;兰伯特
112204_tooltip;<keyword=deploy>部署：</keyword>从牌组<keyword=summon>召唤</keyword>“维瑟米尔”和“艾斯卡尔”至同排。
112205_fluff;永远别想分开母龙和她的孩子。
112205_name;米尔加塔布雷克
112205_tooltip;<keyword=order>指令：</keyword>对 1 名敌军单位造成 {Damage} 点伤害。\n<keyword=charge>充能：</keyword>{Charges}。
112206_fluff;他是石英山之主，毁灭者，图拉真的屠夫。但在闲暇时间里，他喜欢远足和烛光晚餐。
112206_name;奥克维斯塔
112206_tooltip;<keyword=order>指令：</keyword>对所有敌军单位造成 {Damage} 点伤害。
112207_fluff;“至少你知道我的头不好砍了。”
112207_name;欧吉尔德‧伊佛瑞克
112207_tooltip;<keyword=order>指令：</keyword><keyword=heal>治愈</keyword>自身。\n<keyword=cooldown>冷却：</keyword>{Cooldown}。
112208_fluff;时空在我们面前瓦解，也在我们身后膨胀，这就是穿越。
112208_name;操作者
112208_tooltip;<keyword=deploy>部署：</keyword><keyword=spawn>生成</keyword>己方手牌中 1 个铜色单位的 1 张原始同名牌，并<keyword=summon>召唤</keyword>至双方战场同排。
112209_fluff;“哞~~~”
112209_name;获奖奶牛
112209_tooltip;<keyword=order>指令：</keyword>变成羊角魔。
112210_fluff;“杰洛特，我们得来场人马间的对话。恕我直言，你的骑术……真的有待提高，伙计。”
112210_name;萝卜
112210_tooltip;己方每打出 1 张金色牌，便从己方牌组<keyword=summon>召唤</keyword>此单位至己方随机一排。
112211_fluff;“要是再也没办法亲口说出‘狮子头上长虱子’，生活就真的太无趣啦。”
112211_name;乔尼
112211_tooltip;<keyword=order>指令：</keyword>对 1 个单位造成 {Damage} 点伤害。\n<keyword=charge>充能：</keyword>{Charges}。\n己方每打出 1 张“特殊牌”，便获得<keyword=charge>充能</keyword> +{Charges2}。
112212_fluff;“来陪小莎拉玩游戏吧！”
112212_name;莎拉
112212_tooltip;<keyword=order>指令：</keyword>使 1 个单位获得 {Boost} 点增益。\n<keyword=charge>充能：</keyword>{Charges}。\n己方每打出 1 张“特殊牌”，便获得<keyword=charge>充能</keyword>  +{Charges2}。
112213_fluff;“要是我缺鼻子或者断手了，那显然，乞丐王接受这两种付款方式。”
112213_name;乞丐王
112213_tooltip;每回合结束时，使己方手牌中 1 张战力最低的单位牌获得 {Boost} 点增益。
112214_fluff;诺维格瑞的黑帮四巨头之一——另外三个是西吉·卢文、“砍刀”卡罗·凡瑞西和乞丐王。
112214_name;赛浦利安·威利
112214_tooltip;<keyword=deploy>部署：</keyword><keyword=banish>放逐</keyword> 1 个战力不高于 {Power} 点的单位。
112215_fluff;“我的回忆所剩无几……但每次想到我的玫瑰，记忆便会涌现。”
112215_name;爱丽丝‧伊佛瑞克
112215_tooltip;<keyword=deploy>部署</keyword>，<keyword=melee>近战：</keyword>摧毁 1 个敌军神器。\n<keyword=deploy>部署</keyword>，<keyword=ranged>远程：</keyword>清除己方半场所有“整排效果”。
112401_fluff;都说独角兽喜欢幼莲。但如今，幼莲跟独角兽一样稀缺，这理论也就难以证明了。
112401_name;独角兽
112401_tooltip;<keyword=deploy>部署：</keyword>使 1 个单位获得 {Boost} 点增益。若己方手牌中有“梦魇独角兽”，则该增益翻倍。
112402_fluff;“天呐，那根本不是独角兽！那是……”——著名奇珍收藏家崴尔玛的遗言。
112402_name;梦魇独角兽
112402_tooltip;<keyword=deploy>部署：</keyword>对 1 个单位造成 {Damage} 点伤害。若己方手牌中有“独角兽”，则该伤害翻倍。
112403_fluff;它会说一百个词，其中八十个是脏话，剩下的是脏话的语气词。
112403_name;话篓子：伙伴
112403_tooltip;使单排所有单位获得 {Boost} 点增益。
112404_fluff;卓尔坦的鹦鹉拥有一项超凡能力：能逼疯所有与它相处的人，包括卓尔坦本人。
112404_name;话篓子：捣蛋鬼
112404_tooltip;对单排所有单位造成 {Damage} 点伤害。
112405_fluff;鹿首魔长得有点像鹿，一只又大又邪恶的鹿。
112405_name;鹿首魔
112405_tooltip;<keyword=deploy>部署：</keyword>使己方手牌中所有<keyword=deathwish>遗愿</keyword>单位获得 {Boost} 点增益。
113101_fluff;终焉纪元到来时，汉姆多尔将挺身而出，迎击来自摩霍格的邪恶军团——由混沌而生的妖灵、魔鬼和恶灵。
113101_name;终末之战
113101_tooltip;在对方单排降下整排效果：\n每回合开始时，对同排战力最高的单位造成 {Damage} 点伤害。
113102_fluff;“亲爱的先生们，一只气灵三个愿望，随后它们就会跑回自己的界域去。”
113102_name;最后的愿望
113102_tooltip;检视己方牌组顶端的 {Maxtargets} 张牌，打出 1 张，<keyword=banish>放逐</keyword>其他牌。
113201_fluff;如果拿来应急，假人也是不错的挡箭牌。
113201_name;诱饵
113201_tooltip;将 1 名友军从战场洗回己方牌组，随后打出己方牌组顶端的单位牌。
113202_fluff;天空突然暗了下来，云层笼罩在城镇上空。愁云惨淡之中，寒风呼啸而过。“哦，我的天哪，”叶奈法吸了口气，“看起来你成功了……”
113202_name;特莉丝雹暴术
113202_tooltip;对 {Maxtargets} 个敌军单位造成 {Damage} 点伤害。
113203_fluff;这可不是普通风暴，这是天神之怒。
113203_name;史凯利格风暴
113203_tooltip;在对方单排降下整排效果：\n{Counter} 回合内，在回合开始时，对同排所有单位造成 {Damage} 点伤害。
113204_fluff;巫师斯丹莫福德曾将一座挡住他高塔视线的大山移走。传言他有这等移山之力，全因得到了一只地灵——也就是土界灵——的服务。
113204_name;斯丹莫福德的山崩术
113204_tooltip;对所有敌军单位造成 {Damage} 点伤害。
113205_fluff;女巫猎人必备。无声的闪光过后，最强大的法师也得乖乖就擒。
113205_name;阻魔金炸弹
113205_tooltip;摧毁 1 个神器。
113206_fluff;见证“泰德戴尔瑞”——终焉纪元——这被白霜摧毀的世界吧！
113206_name;白霜
113206_tooltip;摧毁所有神器。
113207_fluff;士气加一分，听力减三分。
113207_name;指挥号角
113207_tooltip;使 {maxtargets} 个相邻单位获得 {Boost} 点增益。
113208_fluff;控天者德鲁伊能操控各种元素之力，让狂风暴雨化为绕指柔风，降下毁天灭地的雹暴，还能拖雷掣电让敌军灰飞烟灭……所以我给你个忠告：面对他，一定要毕恭毕敬。
113208_name;德鲁伊控天者
113208_tooltip;<keyword=deploy>部署</keyword>，<keyword=melee>近战：</keyword>使场上所有“整排效果”的持续时间 +{Counter}。\n<keyword=deploy>部署</keyword>，<keyword=ranged>远程：</keyword>使场上所有“整排效果”的持续时间 -{Counter2}。
113209_fluff;阿尔祖创造的一些怪物仍在四处游荡，其中便有令人胆寒的巨蜈蚣——它杀掉了创造自己的法师，摧毁了半个马里波，然后逃进了河谷地区幽暗的森林。
113209_name;阿尔祖召唤术
113209_tooltip;从己方牌组打出战力最高的单位。
113301_fluff;我们全然无法念诵“阿尔祖落雷术”这样深奥复杂的咒语。据说，阿尔祖声如狩猎号角，言若讲演名家。
113301_name;阿尔祖落雷术
113301_tooltip;对 1 个单位造成 {Damage} 点伤害。
113302_fluff;寒霜凛冽的好处就是尸体不会腐烂得那么快。
113302_name;刺骨冰霜
113302_tooltip;在对方单排降下整排效果：\n{Counter} 回合内，在回合开始时，对同排上战力最低的单位造成 {Damage} 点伤害。
113303_fluff;“太阳出来了，德洛米！太阳出来了！也许我们命不该绝……”
113303_name;晴空
113303_tooltip;清除己方半场的所有“整排效果”。
113305_fluff;优秀指挥官的福音……拙劣指挥官的噩梦。
113305_name;蔽日浓雾
113305_tooltip;在对方单排降下整排效果：\n{Counter} 回合内，在回合开始时，对同排上战力最高的单位造成 {Damage} 点伤害。
113306_fluff;剧毒致命的速度快得让你连尼弗迦德皇帝的头衔都念不完。
113306_name;蝎尾狮毒液
113306_tooltip;对 {MaxTargets} 个敌军单位造成 {Damage} 点伤害。
113307_fluff;那野兽狂暴地扑来，眼中怒火熊熊，全然不顾疼痛和抵抗者的拼命反击。挡它者，唯有一死……
113307_name;战意激升
113307_tooltip;改变 1 个单位的<keyword=resilient>坚韧</keyword>状态。
113308_fluff;瘟疫不仁，以万物为刍狗。
113308_name;瘟疫
113308_tooltip;摧毁战力最低的单位。
113309_fluff;杰洛特退了一步。他见过不少被烧弹击中的人，更准确地说，他见过不少烧弹留下的残骸。
113309_name;烧灼
113309_tooltip;摧毁战力最高的单位。
113310_fluff;这种药水能加速伤口的结痂和痊愈，而它之所以叫做“燕子”，因为雨燕是春天与希望的象征。
113310_name;燕子
113310_tooltip;使 1 个单位获得 {Boost} 点增益。
113311_fluff;猎魔人脸色陡变……平日的风度荡然无存，令人毛骨悚然。
113311_name;雷霆
113311_tooltip;<keyword=zeal>狂热</keyword>。\n<keyword=order>指令：</keyword>使 1 个单位获得 {Boost} 点增益。\n<keyword=charge>充能：</keyword>{Charges}。
113312_fluff;这儿连雨都带股尿骚味。
113312_name;倾盆大雨
113312_tooltip;在对方单排降下整排效果：\n{Counter} 回合内，在回合开始时，对同排上 {MaxTargets} 个随机单位造成 {Damage} 点伤害。
113313_fluff;史凯利格的男女老幼都能操斧子上阵。但只有极少数人能单凭吼声，就让敌人肝胆俱裂、落荒而逃。
113313_name;奎特家族战吼者
113313_tooltip;<keyword=deploy>部署：</keyword>用某个敌军单位受到的伤害量增益自身。
113315_fluff;当你凝视深渊的时候，深渊也在凝视着你。
113315_name;贝克尔的黑暗之镜
113315_tooltip;选择 1 个单位。若它已获得增益，则对其造成所获得增益 2 倍的伤害。若它已受伤，则使其获得所受伤害 2 倍的增益。
113316_fluff;医学之奇迹，魔法之神力。
113316_name;复原
113316_tooltip;从己方墓场打出 1 个单位。
113319_fluff;瑞达尼亚人将巫师的手腕拧到背后，给他戴上镣铐，并使劲晃了晃。特拉诺瓦叫喊挣扎，还弯下腰呕吐呻吟——杰洛特这才明白手铐的材质。
113319_name;阻魔金镣铐
113319_tooltip;<keyword=lock>锁定</keyword> 1 个单位，并对其造成 {Damage} 点伤害。
113320_fluff;吃够量，世界就会变个样……
113320_name;致幻菌菇
113320_tooltip;对 1 个单位造成 {Damage} 点伤害，随后使其获得 {Boost} 点增益。
122101_fluff;“我知道自己不是个好父亲，但……现在弥补或许还来得及。”
122101_name;血红男爵
122101_tooltip;<keyword=order>指令：</keyword>将 1 个友军单位的<keyword=charge>充能</keyword>数翻倍。
122102_fluff;一位爱国者……也是个令人头疼的家伙。
122102_name;弗农·罗契
122102_tooltip;<keyword=spying>间谍</keyword>。\n<keyword=deploy>部署：</keyword>打出己方牌组顶端的 {MaxTargets} 张牌。
122103_fluff;“那座广场应以我的士兵及其他牺牲者来命名，而不是顶着我的名字。”
122103_name;约翰·纳塔利斯
122103_tooltip;<keyword=melee>近战：</keyword>若位于战场，则所有拥有<keyword=order>指令</keyword>能力的友军单位获得<keyword=zeal>狂热</keyword>。
122104_fluff;“王族的权势即将凋零，女术士集会所必将崛起。”
122104_name;菲丽芭·艾哈特
122104_tooltip;待定文字
122105_fluff;“你真以为这种下三滥的谎话能糊弄我？”
122105_name;迪杰斯特拉
122105_tooltip;待定文字
122106_fluff;“我是医师，不会乱开药。”
122106_name;夏妮
122106_tooltip;<keyword=order>指令：</keyword>使 1 个单位获得<keyword=immune>免疫</keyword>。
122107_fluff;“长官……我们的箭，它们……它们长出翅膀了！”
122107_name;特莉丝：蝴蝶咒语
122107_tooltip;<keyword=deploy>部署：</keyword>使手牌中的 1 个随机单位获得 {Boost} 点增益。
122108_fluff;“即便今天死，我也要死得光鲜亮丽。”
122108_name;凯拉·梅兹
122108_tooltip;<keyword=deploy>部署</keyword>，<keyword=ranged>远程：</keyword>从己方牌组打出 1 张法术牌。
122201_fluff;“丹德里恩，你愤世嫉俗、游戏花丛又谎话连篇——却也是我最好的朋友。”
122201_name;丹德里恩
122201_tooltip;<keyword=ranged>远程：</keyword>每有 1 个友军单位获得<keyword=charge>充能</keyword>，则使其获得 {Boost} 点增益。
122202_fluff;“想像一下穿裙子的丹德里恩，大概就是那副模样。”
122202_name;普西拉
122202_tooltip;<keyword=zeal>狂热</keyword>。\n<keyword=order>指令：</keyword>使 1 个单位获得<keyword=charge>充能</keyword> +{Charges}。\n<keyword=cooldown>冷却：</keyword>{Cooldown}。
122203_fluff;“滚开！我们中间不是每个人都那么轻浮、那么浅薄……”
122203_name;塔勒
122203_tooltip;<keyword=deploy>部署：</keyword>移除 1 个敌军单位的所有<keyword=charge>充能</keyword>数，并全数转移给“塔勒”。\n<keyword=order>指令：</keyword>赋予 1 个友军单位<keyword=charge>充能</keyword> +{Charges2}。\n<keyword=charge>充能：</keyword>{Charges}。
122204_fluff;宁似帝王快活一天，强如乞丐苟活一世。
122204_name;薇丝
122204_tooltip;<keyword=deploy>部署：</keyword>对 1 个敌军单位造成 {Damage} 点伤害。\n<keyword=order>指令：</keyword>使 1 个友军单位获得<keyword=zeal>狂热</keyword>。
122205_fluff;“女术士集会所缺乏谦逊，对权力的渴望可能会让我们功亏一篑。”
122205_name;席儿·德·坦沙维耶
122205_tooltip;<keyword=deploy>部署：</keyword>对 1 个敌军单位造成 {Damage} 点伤害。\n<keyword=order>指令：</keyword>对 1 个敌军单位造成 {Damage} 点伤害。
122206_fluff;科德温荒野之女。
122206_name;萨宾娜·葛丽维希格
122206_tooltip;<keyword=spying>间谍</keyword>。\n<keyword=deathwish>遗愿：</keyword>对同排所有单位造成 {Damage} 点伤害。
122207_fluff;“我曾让一个囚犯搜肠刮肚地狂吐……啊，好怀念……”
122207_name;戴斯摩
122207_tooltip;<keyword=order>指令</keyword>，<keyword=ranged>远程：</keyword>对 1 个敌军单位造成“戴斯摩”所获增益数量的伤害。
122208_fluff;他穿着黄金铠甲——没错，混账一个。
122208_name;斯坦尼斯王子
122208_tooltip;<keyword=deploy>部署：</keyword>使 1 个友军单位获得 {Boost} 点增益和<keyword=charge>充能</keyword> +{Charges}。
122209_fluff;“巨魔魔军队加入，拉多多德国王军队。巨魔魔命令收到，巨魔魔看守船船。”
122209_name;巨魔魔
122209_tooltip;待定文字
122210_fluff;“他们说公主容易动怒，但我没想到……”
122210_name;帕薇塔公主
122210_tooltip;<keyword=deploy>部署：</keyword>将 1 个铜色单位和它的所有同名牌从己方墓场洗入己方牌组。
122211_fluff;“我只关心艾瑞图萨学院和我的学生们。”
122211_name;玛格丽塔·露克斯安提尔
122211_tooltip;<keyword=zeal>狂热</keyword>。\n<keyword=order>指令：</keyword>消耗 {Charges} 点<keyword=charge>充能</keyword>来<keyword=lock>锁定</keyword> 1 个敌军单位。\n<keyword=charge>充能：</keyword>{Charges}。
122212_fluff;南尼克的医术无人可及。
122212_name;南尼克
122212_tooltip;<keyword=order>指令</keyword>，<keyword=ranged>远程：</keyword>使 1 个单位获得 {Boost} 点增益。\n<keyword=charge>充能：</keyword>{Charges}。
122213_fluff;喝酒少了欧德林，就像划船没带桨。
122213_name;欧德林
122213_tooltip;<keyword=deploy>部署：</keyword>使所有友军单位获得<keyword=charge>充能</keyword> +{Charge}。
122214_fluff;“冲锋，没用的蠢货！冲锋，不然你就会知道，我比尼弗迦德人更可怕！”
122214_name;科德温中士
122214_tooltip;<keyword=zeal>狂热</keyword>。\n<keyword=order>指令：</keyword>使 1 个友军单位获得 {Boost} 点增益。\n<keyword=charge>充能：</keyword>{Charges}。
122216_fluff;每个想要在诺维格瑞做生意的都很清楚——要么同意卡罗的条件，要么就夹着尾巴滚出去。
122216_name;卡罗“砍刀”凡瑞西
122216_tooltip;<keyword=deploy>部署：</keyword>己方每有 1 张手牌，便对 1 个单位造成 {Damage} 点伤害。
122301_fluff;成为弩炮是所有十字弩的终极梦想。
122301_name;弩炮
122301_tooltip;<keyword=order>指令：</keyword>对 1 个单位造成 {Damage} 点伤害。\n<keyword=charge>充能：</keyword>{Charges}。
122302_fluff;从没两次命中同一处，仔细想想，真是个大问题。
122302_name;加强型弩炮
122302_tooltip;<keyword=order>指令：</keyword>对 1 个单位造成 {Damage} 点伤害。\n<keyword=charge>充能：</keyword>{Charges}。
122303_fluff;“城堡可是块硬骨头。快去准备投石机！”
122303_name;投石机
122303_tooltip;<keyword=order>指令</keyword>，<keyword=ranged>远程：</keyword>对 1 个单位造成 {Damage} 点伤害。若将其摧毁，对与其相邻的单位造成 {Damage} 点伤害。\n<keyword=charge>充能：</keyword>{Charges}。
122304_fluff;攻城用的最新武器。
122304_name;攻城塔
122304_tooltip;<keyword=order>指令</keyword>，<keyword=melee>近战：</keyword>使相邻的友军单位获得 {Boost} 点增益。\n<keyword=charge>充能：</keyword>{Charges}。
122306_fluff;“看见这纹身没？纹的是我在痛扁一条龙。一条龙哟，女士。”
122306_name;掠夺者猎人
122306_tooltip;待定文字
122307_fluff;“最近没怪兽可杀，所以我们从军了。”
122307_name;掠夺者斥候
122307_tooltip;待定文字
122308_fluff;“为了荣耀，为了拉多维德陛下！”
122308_name;瑞达尼亚骑士
122308_tooltip;待定文字
122309_fluff;“你得把准星左校5度。”“把什么调多少？”
122309_name;攻城后援
122309_tooltip;<keyword=deploy>部署：</keyword>使 1 个友军“机械”获得<keyword=charge>充能</keyword> +{Charges} 。
122310_fluff;蓝衣铁卫与松鼠党有个共通点——满心仇恨。
122310_name;蓝衣铁卫斥候
122310_tooltip;<keyword=deploy>部署</keyword>，<keyword=melee>近战：</keyword>在牌组底部<keyword=spawn>生成</keyword> 1 个铜色友军单位的 1 张同名牌。
122311_fluff;“我愿为泰莫利亚赴汤蹈火，不过大多时候是在排除异己。”
122311_name;蓝衣铁卫突击队
122311_tooltip;<keyword=order>指令：</keyword>从己方牌组<keyword=summon>召唤</keyword> 1 张自身的同名牌至同排。
122312_fluff;红缝红，白缝白，活儿真不赖。
122312_name;战地医师
122312_tooltip;<keyword=deploy>部署：</keyword>使相邻单位获得 {Boost} 点增益。
122313_fluff;“冷静，所有人保持警惕！这可能是那帮披斗篷戴海狸皮帽的家伙的陷阱……”
122313_name;褐旗营
122313_tooltip;<keyword=deploy>部署：</keyword>若打出后与 {MaxTargets} 个“士兵”单位相邻，则获得<keyword=zeal>狂热</keyword>。\n<keyword=order>指令：</keyword>对 1 个敌军单位造成 {Damage} 点伤害。
122314_fluff;我一直很好奇，这帮家伙是怎么解决内急的？
122314_name;科德温骑兵
122314_tooltip;<keyword=deploy>部署</keyword>，<keyword=melee>近战：</keyword>移除 1 个敌军单位的所有<keyword=charge>充能</keyword>数，随后对其造成等量的伤害。
122315_fluff;感受到了吗？每当这宝贝儿投出巨石，大地都会震颤。
122315_name;加强型投石机
122315_tooltip;<keyword=ranged>远程：</keyword>每回合结束时，对远程排上的 1 个随机敌军单位造成 {Damage} 点伤害。
122316_fluff;“泰莫利亚！泰莫利亚！诸神恩赐汝等！降怒于敌，使其永世灾厄！”
122316_name;泰莫利亚步兵
122316_tooltip;<keyword=deploy>部署：</keyword>同排每有 1 个受到增益的单位，便对 1 个敌军单位造成 {Damage} 点伤害。
122317_fluff;“为了瑞达尼亚，不论上刀山下油锅，还是吃虫子，我都在所不惜。”
122317_name;瑞达尼亚精锐
122317_tooltip;待定文字
122318_fluff;“我绝不会失手两次。”
122318_name;攻城大师
122318_tooltip;每有 1 个“机械”单位被打出至此排，便使其获得<keyword=zeal>狂热</keyword>。
122401_fluff;承认错误，妥善安葬——否则他们会回来缠着你不放。
122401_name;异婴
122401_tooltip;每回合结束时，对战力最高的敌军单位造成 {Damage} 点伤害。\n<keyword=order>指令：</keyword>转变为 1 只“家事妖精”。
122402_fluff;“吾为汝取名蒂雅，收汝为吾女。”
122402_name;家事妖精
122402_tooltip;每回合结束时，使战力最低的友军单位获得 {Boost} 点增益。\n<keyword=order>指令：</keyword>转变为 1 只“异婴”。
122403_fluff;尼弗迦德的法师们就像手纸。一旦谁被皇帝厌倦，立刻有大把新人迫不及待地赶来补缺。
122403_name;维可瓦罗见习法师
122403_tooltip;<keyword=deploy>部署</keyword>，<keyword=ranged>远程：</keyword>抽 1 张牌，随后将 1 张手牌置于己方牌组顶端。
123201_fluff;“吹号撤退！重新集结！等待增援！”
123201_name;增援
123201_tooltip;<keyword=spawn>生成</keyword> 1 个铜色友军单位的 1 张同名牌，并将其<keyword=summon>召唤</keyword>至同排。
123301_fluff;不为名不为利，高尚的动机才能成就英雄！
123301_name;泰莫利亚壮志者
123301_tooltip;<keyword=spawn>生成</keyword>
131101_fluff;“留点尊严吧，你的结局已然注定。”
131101_name;艾瑞汀
131101_tooltip;<keyword=order>指令：</keyword>使 1 个单位获得 {Boost} 点增益和<keyword=immune>免疫</keyword>。
131102_fluff;“画作传情，而非言词。”
131102_name;盖尔
131102_tooltip;<keyword=ranged>远程：</keyword>己方每打出 1 个<keyword=deathwish>遗愿</keyword>单位，便触发其<keyword=deathwish>遗愿</keyword>能力。
132101_fluff;有些人就是不服输，死了还要继续打。
132101_name;战灵
132101_tooltip;<keyword=deploy>部署：</keyword>将所有“人类”友军变为“科德温亡魂”，战力不变。
132102_fluff;他吹嘘没有任何武器可以穿透他的盔甲。说的没错，至死如此。
132102_name;伊勒瑞斯之怒
132102_tooltip;对 1 个敌军单位造成伤害，其数值等同于己方最强单位的战力。
132103_fluff;即便全村人都饿肚子，我们也绝不去这片树林打猎。
132103_name;林妖
132103_tooltip;<keyword=order>指令：</keyword>使己方手牌中 1 张单位牌获得 {Boost} 点增益。
132104_fluff;宠儿偏偏堕落成逆子。
132104_name;卡兰希尔
132104_tooltip;<keyword=deploy>部署：</keyword><keyword=spawn>生成</keyword>己方手牌中 1 个单位的同名牌，战力为 {Power} 点，并将其<keyword=summon>召唤</keyword>至同排。
132105_fluff;“你们人类的品味……很独特。”
132105_name;阿瓦拉克
132105_tooltip;<keyword=order>指令：</keyword>使 1 个友军单位获得<keyword=immune>免疫</keyword>。
132106_fluff;大千世界，无奇不有，远超古圣今贤之想象。
132106_name;看门人
132106_tooltip;<keyword=deploy>部署</keyword>，<keyword=ranged>远程：</keyword>从己方墓场打出 1 个神器。
132107_fluff;对付巨章鱼怪？简单。找出你最好的剑——卖了它，雇个猎魔人。
132107_name;巨章鱼怪
132107_tooltip;<keyword=zeal>狂热</keyword>。\n<keyword=order>指令：</keyword><keyword=consume>吞噬</keyword> 1 个友军单位。\n<keyword=charge>充能：</keyword>{Charges}。
132108_fluff;“打什么仗嘛？明明有更多好办法消耗过剩的精力……”
132108_name;米卢娜
132108_tooltip;<keyword=deathwish>遗愿：</keyword><keyword=seize>抓捕</keyword> 1 个战力不高于 {Power} 点的敌军单位。
